"Report_Name","Journal Usage by Access Type"
"Report_ID","TR_J3"
"Release","5"
"Institution_Name","Johnson Matthey"
"Institution_ID","mu-0000036"
"Metric_Types","Total_Item_Investigations; Total_Item_Requests; Unique_Item_Investigations; Unique_Item_Requests"
"Report_Filters","Data_Type=Journal; Access_Method=Regular"
"Report_Attributes","Attributes_To_Show=Access_Type; "
"Exceptions",""
"Reporting_Period","2018-01-01 to 2018-05-31"
"Created","2018-07-03"
"Created_By","MPS"

"Title","Publisher","Publisher_ID","Platform","DOI","Proprietary_ID","Print_ISSN","Online_ISSN","URI","Access_Type","Metric_Type","Reporting_Period_Total","Jan-2018","Feb-2018","Mar-2018","Apr-2018","May-2018"
"Journal of the Chemical Society, Faraday Transactions 1","Royal Society of Chemistry","","rsc.org","","","","0300-9599","","Controlled","Total_Item_Requests","7","0","0","0","6","1"
"Journal of the Chemical Society, Faraday Transactions 1","Royal Society of Chemistry","","rsc.org","","","","0300-9599","","Controlled","Unique_Item_Investigations","8","0","0","0","7","1"
"Journal of the Chemical Society, Faraday Transactions 1","Royal Society of Chemistry","","rsc.org","","","","0300-9599","","Controlled","Unique_Item_Requests","7","0","0","0","6","1"
"Journal of the Chemical Society, Perkin Transactions 1","Royal Society of Chemistry","","rsc.org","","","1364-5463","1472-7781","","Controlled","Total_Item_Investigations","15","0","0","0","5","10"
"Journal of the Chemical Society, Perkin Transactions 1","Royal Society of Chemistry","","rsc.org","","","1364-5463","1472-7781","","Controlled","Total_Item_Requests","12","0","0","0","4","8"
"Journal of the Chemical Society, Perkin Transactions 1","Royal Society of Chemistry","","rsc.org","","","1364-5463","1472-7781","","Controlled","Unique_Item_Investigations","12","0","0","0","4","8"
"Journal of the Chemical Society, Perkin Transactions 1","Royal Society of Chemistry","","rsc.org","","","1364-5463","1472-7781","","Controlled","Unique_Item_Requests","9","0","0","0","3","6"
"Journal of the Chemical Society, Perkin Transactions 2","Royal Society of Chemistry","","rsc.org","","","1364-5471","1472-779X","","Controlled","Total_Item_Investigations","14","0","0","0","7","7"
"Journal of the Chemical Society, Perkin Transactions 2","Royal Society of Chemistry","","rsc.org","","","1364-5471","1472-779X","","Controlled","Total_Item_Requests","13","0","0","0","6","7"
"Journal of the Chemical Society, Perkin Transactions 2","Royal Society of Chemistry","","rsc.org","","","1364-5471","1472-779X","","Controlled","Unique_Item_Investigations","13","0","0","0","7","6"
"Journal of the Chemical Society, Perkin Transactions 2","Royal Society of Chemistry","","rsc.org","","","1364-5471","1472-779X","","Controlled","Unique_Item_Requests","12","0","0","0","6","6"
"Journal of the Chemical Society, Transactions","Royal Society of Chemistry","","rsc.org","","","","0368-1645","","Controlled","Total_Item_Investigations","9","0","0","0","3","6"
"Journal of the Chemical Society, Transactions","Royal Society of Chemistry","","rsc.org","","","","0368-1645","","Controlled","Total_Item_Requests","9","0","0","0","3","6"
"Journal of the Chemical Society, Transactions","Royal Society of Chemistry","","rsc.org","","","","0368-1645","","Controlled","Unique_Item_Investigations","7","0","0","0","2","5"
"Journal of the Chemical Society, Transactions","Royal Society of Chemistry","","rsc.org","","","","0368-1645","","Controlled","Unique_Item_Requests","7","0","0","0","2","5"
"Lab on a Chip","Royal Society of Chemistry","","rsc.org","10.1039/1473-0189/2001","","1473-0197","1473-0189","","Controlled","Total_Item_Investigations","12","0","0","0","11","1"
"Lab on a Chip","Royal Society of Chemistry","","rsc.org","10.1039/1473-0189/2001","","1473-0197","1473-0189","","Controlled","Total_Item_Requests","11","0","0","0","10","1"
"Lab on a Chip","Royal Society of Chemistry","","rsc.org","10.1039/1473-0189/2001","","1473-0197","1473-0189","","Controlled","Unique_Item_Investigations","4","0","0","0","3","1"
"Lab on a Chip","Royal Society of Chemistry","","rsc.org","10.1039/1473-0189/2001","","1473-0197","1473-0189","","Controlled","Unique_Item_Requests","3","0","0","0","2","1"
"Materials Chemistry Frontiers","Royal Society of Chemistry","","rsc.org","10.1039/2052-1537/2016","","","2052-1537","","Controlled","Total_Item_Investigations","1","0","0","0","1","0"
"Materials Chemistry Frontiers","Royal Society of Chemistry","","rsc.org","10.1039/2052-1537/2016","","","2052-1537","","Controlled","Total_Item_Requests","1","0","0","0","1","0"
"Materials Chemistry Frontiers","Royal Society of Chemistry","","rsc.org","10.1039/2052-1537/2016","","","2052-1537","","Controlled","Unique_Item_Investigations","1","0","0","0","1","0"
"Materials Chemistry Frontiers","Royal Society of Chemistry","","rsc.org","10.1039/2052-1537/2016","","","2052-1537","","Controlled","Unique_Item_Requests","1","0","0","0","1","0"
"Materials Horizons","Royal Society of Chemistry","","rsc.org","10.1039/2051-6355/2013","","2051-6347","2051-6355","","Controlled","Total_Item_Investigations","3","0","0","0","1","2"
"Materials Horizons","Royal Society of Chemistry","","rsc.org","10.1039/2051-6355/2013","","2051-6347","2051-6355","","Controlled","Total_Item_Requests","3","0","0","0","1","2"
"Materials Horizons","Royal Society of Chemistry","","rsc.org","10.1039/2051-6355/2013","","2051-6347","2051-6355","","Controlled","Unique_Item_Investigations","3","0","0","0","1","2"
"Materials Horizons","Royal Society of Chemistry","","rsc.org","10.1039/2051-6355/2013","","2051-6347","2051-6355","","Controlled","Unique_Item_Requests","3","0","0","0","1","2"
"Metallomics","Royal Society of Chemistry","","rsc.org","10.1039/1756-591X/2009","","1756-5901","1756-591X","","Controlled","Total_Item_Investigations","2","0","0","0","1","1"
"Metallomics","Royal Society of Chemistry","","rsc.org","10.1039/1756-591X/2009","","1756-5901","1756-591X","","Controlled","Total_Item_Requests","2","0","0","0","1","1"
"Metallomics","Royal Society of Chemistry","","rsc.org","10.1039/1756-591X/2009","","1756-5901","1756-591X","","Controlled","Unique_Item_Investigations","2","0","0","0","1","1"
"Metallomics","Royal Society of Chemistry","","rsc.org","10.1039/1756-591X/2009","","1756-5901","1756-591X","","Controlled","Unique_Item_Requests","2","0","0","0","1","1"
"Molecular Omics","Royal Society of Chemistry","","rsc.org","10.1039/2515-4184/2018","","","2515-4184","","Controlled","Total_Item_Investigations","1","0","0","0","1","0"
"Molecular Omics","Royal Society of Chemistry","","rsc.org","10.1039/2515-4184/2018","","","2515-4184","","Controlled","Total_Item_Requests","0","0","0","0","0","0"
"Molecular Omics","Royal Society of Chemistry","","rsc.org","10.1039/2515-4184/2018","","","2515-4184","","Controlled","Unique_Item_Investigations","1","0","0","0","1","0"
"Molecular Omics","Royal Society of Chemistry","","rsc.org","10.1039/2515-4184/2018","","","2515-4184","","Controlled","Unique_Item_Requests","0","0","0","0","0","0"
"Molecular Systems Design & Engineering","Royal Society of Chemistry","","rsc.org","10.1039/2058-9689/2016","","","2058-9689","","Controlled","Total_Item_Investigations","5","0","0","0","2","3"
"Molecular Systems Design & Engineering","Royal Society of Chemistry","","rsc.org","10.1039/2058-9689/2016","","","2058-9689","","Controlled","Total_Item_Requests","4","0","0","0","2","2"
"Molecular Systems Design & Engineering","Royal Society of Chemistry","","rsc.org","10.1039/2058-9689/2016","","","2058-9689","","Controlled","Unique_Item_Investigations","5","0","0","0","2","3"
"Molecular Systems Design & Engineering","Royal Society of Chemistry","","rsc.org","10.1039/2058-9689/2016","","","2058-9689","","Controlled","Unique_Item_Requests","4","0","0","0","2","2"
"Nanoscale","Royal Society of Chemistry","","rsc.org","10.1039/2040-3372/2009","","2040-3364","2040-3372","","Controlled","Total_Item_Investigations","42","0","0","0","30","12"
"Nanoscale","Royal Society of Chemistry","","rsc.org","10.1039/2040-3372/2009","","2040-3364","2040-3372","","Controlled","Total_Item_Requests","27","0","0","0","21","6"
"Nanoscale","Royal Society of Chemistry","","rsc.org","10.1039/2040-3372/2009","","2040-3364","2040-3372","","Controlled","Unique_Item_Investigations","39","0","0","0","27","12"
"Nanoscale","Royal Society of Chemistry","","rsc.org","10.1039/2040-3372/2009","","2040-3364","2040-3372","","Controlled","Unique_Item_Requests","24","0","0","0","18","6"
"Nanoscale Horizons","Royal Society of Chemistry","","rsc.org","10.1039/2055-6764/2016","","2055-6756","2055-6764","","Controlled","Total_Item_Investigations","1","0","0","0","1","0"
"Nanoscale Horizons","Royal Society of Chemistry","","rsc.org","10.1039/2055-6764/2016","","2055-6756","2055-6764","","Controlled","Total_Item_Requests","1","0","0","0","1","0"
"Nanoscale Horizons","Royal Society of Chemistry","","rsc.org","10.1039/2055-6764/2016","","2055-6756","2055-6764","","Controlled","Unique_Item_Investigations","1","0","0","0","1","0"
"Nanoscale Horizons","Royal Society of Chemistry","","rsc.org","10.1039/2055-6764/2016","","2055-6756","2055-6764","","Controlled","Unique_Item_Requests","1","0","0","0","1","0"
"Natural Product Reports","Royal Society of Chemistry","","rsc.org","10.1039/1460-4752/1984","","0265-0568","1460-4752","","Controlled","Total_Item_Investigations","4","0","0","0","2","2"
"Natural Product Reports","Royal Society of Chemistry","","rsc.org","10.1039/1460-4752/1984","","0265-0568","1460-4752","","Controlled","Total_Item_Requests","4","0","0","0","2","2"
"Natural Product Reports","Royal Society of Chemistry","","rsc.org","10.1039/1460-4752/1984","","0265-0568","1460-4752","","Controlled","Unique_Item_Investigations","3","0","0","0","2","1"
"Natural Product Reports","Royal Society of Chemistry","","rsc.org","10.1039/1460-4752/1984","","0265-0568","1460-4752","","Controlled","Unique_Item_Requests","3","0","0","0","2","1"
"New Journal of Chemistry","Royal Society of Chemistry","","rsc.org","10.1039/1369-9261/1998","","1144-0546","1369-9261","","Controlled","Total_Item_Investigations","18","0","0","0","9","9"
"New Journal of Chemistry","Royal Society of Chemistry","","rsc.org","10.1039/1369-9261/1998","","1144-0546","1369-9261","","Controlled","Total_Item_Requests","18","0","0","0","9","9"
"New Journal of Chemistry","Royal Society of Chemistry","","rsc.org","10.1039/1369-9261/1998","","1144-0546","1369-9261","","Controlled","Unique_Item_Investigations","16","0","0","0","8","8"
"New Journal of Chemistry","Royal Society of Chemistry","","rsc.org","10.1039/1369-9261/1998","","1144-0546","1369-9261","","Controlled","Unique_Item_Requests","16","0","0","0","8","8"
"Organic & Biomolecular Chemistry","Royal Society of Chemistry","","rsc.org","10.1039/1477-0539/2003","","1477-0520","1477-0539","","Controlled","Total_Item_Investigations","36","0","0","0","18","18"
"Organic & Biomolecular Chemistry","Royal Society of Chemistry","","rsc.org","10.1039/1477-0539/2003","","1477-0520","1477-0539","","Controlled","Total_Item_Requests","21","0","0","0","11","10"
"Organic & Biomolecular Chemistry","Royal Society of Chemistry","","rsc.org","10.1039/1477-0539/2003","","1477-0520","1477-0539","","Controlled","Unique_Item_Investigations","33","0","0","0","17","16"
"Organic & Biomolecular Chemistry","Royal Society of Chemistry","","rsc.org","10.1039/1477-0539/2003","","1477-0520","1477-0539","","Controlled","Unique_Item_Requests","19","0","0","0","10","9"
"Organic Chemistry Frontiers","Royal Society of Chemistry","","rsc.org","10.1039/2052-4129/2014","","","2052-4129","","Controlled","Total_Item_Investigations","7","0","0","0","5","2"
"Organic Chemistry Frontiers","Royal Society of Chemistry","","rsc.org","10.1039/2052-4129/2014","","","2052-4129","","Controlled","Total_Item_Requests","3","0","0","0","1","2"
"Organic Chemistry Frontiers","Royal Society of Chemistry","","rsc.org","10.1039/2052-4129/2014","","","2052-4129","","Controlled","Unique_Item_Investigations","6","0","0","0","5","1"
"Organic Chemistry Frontiers","Royal Society of Chemistry","","rsc.org","10.1039/2052-4129/2014","","","2052-4129","","Controlled","Unique_Item_Requests","2","0","0","0","1","1"
"Photochemical & Photobiological Sciences","Royal Society of Chemistry","","rsc.org","10.1039/1474-9092/2002","","1474-905X","1474-9092","","Controlled","Total_Item_Investigations","6","0","0","0","6","0"
"Photochemical & Photobiological Sciences","Royal Society of Chemistry","","rsc.org","10.1039/1474-9092/2002","","1474-905X","1474-9092","","Controlled","Total_Item_Requests","1","0","0","0","1","0"
"Photochemical & Photobiological Sciences","Royal Society of Chemistry","","rsc.org","10.1039/1474-9092/2002","","1474-905X","1474-9092","","Controlled","Unique_Item_Investigations","4","0","0","0","4","0"
"Photochemical & Photobiological Sciences","Royal Society of Chemistry","","rsc.org","10.1039/1474-9092/2002","","1474-905X","1474-9092","","Controlled","Unique_Item_Requests","1","0","0","0","1","0"
"Physical Chemistry Chemical Physics","Royal Society of Chemistry","","rsc.org","10.1039/1463-9084/1999","","1463-9076","1463-9084","","Controlled","Total_Item_Investigations","99","0","0","0","41","58"
"Physical Chemistry Chemical Physics","Royal Society of Chemistry","","rsc.org","10.1039/1463-9084/1999","","1463-9076","1463-9084","","Controlled","Total_Item_Requests","93","0","0","0","37","56"
"Physical Chemistry Chemical Physics","Royal Society of Chemistry","","rsc.org","10.1039/1463-9084/1999","","1463-9076","1463-9084","","Controlled","Unique_Item_Investigations","89","0","0","0","38","51"
"Physical Chemistry Chemical Physics","Royal Society of Chemistry","","rsc.org","10.1039/1463-9084/1999","","1463-9076","1463-9084","","Controlled","Unique_Item_Requests","83","0","0","0","34","49"
"Polymer Chemistry","Royal Society of Chemistry","","rsc.org","10.1039/1759-9962/2010","","1759-9954","1759-9962","","Controlled","Total_Item_Investigations","3","0","0","0","2","1"
"Polymer Chemistry","Royal Society of Chemistry","","rsc.org","10.1039/1759-9962/2010","","1759-9954","1759-9962","","Controlled","Total_Item_Requests","2","0","0","0","1","1"
"Polymer Chemistry","Royal Society of Chemistry","","rsc.org","10.1039/1759-9962/2010","","1759-9954","1759-9962","","Controlled","Unique_Item_Investigations","3","0","0","0","2","1"
"Polymer Chemistry","Royal Society of Chemistry","","rsc.org","10.1039/1759-9962/2010","","1759-9954","1759-9962","","Controlled","Unique_Item_Requests","2","0","0","0","1","1"
"Proceedings of the Chemical Society","Royal Society of Chemistry","","rsc.org","","","","0369-8718","","Controlled","Total_Item_Investigations","4","0","0","0","3","1"
"Proceedings of the Chemical Society","Royal Society of Chemistry","","rsc.org","","","","0369-8718","","Controlled","Total_Item_Requests","2","0","0","0","2","0"
"Proceedings of the Chemical Society","Royal Society of Chemistry","","rsc.org","","","","0369-8718","","Controlled","Unique_Item_Investigations","3","0","0","0","2","1"
"Proceedings of the Chemical Society","Royal Society of Chemistry","","rsc.org","","","","0369-8718","","Controlled","Unique_Item_Requests","1","0","0","0","1","0"
"Reaction Chemistry & Engineering","Royal Society of Chemistry","","rsc.org","10.1039/2058-9883/2016","","","2058-9883","","Controlled","Total_Item_Investigations","4","0","0","0","3","1"
"Reaction Chemistry & Engineering","Royal Society of Chemistry","","rsc.org","10.1039/2058-9883/2016","","","2058-9883","","Controlled","Total_Item_Requests","4","0","0","0","3","1"
"Reaction Chemistry & Engineering","Royal Society of Chemistry","","rsc.org","10.1039/2058-9883/2016","","","2058-9883","","Controlled","Unique_Item_Investigations","4","0","0","0","3","1"
"Reaction Chemistry & Engineering","Royal Society of Chemistry","","rsc.org","10.1039/2058-9883/2016","","","2058-9883","","Controlled","Unique_Item_Requests","4","0","0","0","3","1"
"RSC Advances","Royal Society of Chemistry","","rsc.org","10.1039/2046-2069/2011","","","2046-2069","","Controlled","Total_Item_Investigations","94","0","0","0","38","56"
"RSC Advances","Royal Society of Chemistry","","rsc.org","10.1039/2046-2069/2011","","","2046-2069","","Controlled","Total_Item_Requests","88","0","0","0","34","54"
"RSC Advances","Royal Society of Chemistry","","rsc.org","10.1039/2046-2069/2011","","","2046-2069","","Controlled","Unique_Item_Investigations","89","0","0","0","37","52"
"RSC Advances","Royal Society of Chemistry","","rsc.org","10.1039/2046-2069/2011","","","2046-2069","","Controlled","Unique_Item_Requests","83","0","0","0","33","50"
"RSC Journals Archive 1841-1996","Royal Society of Chemistry","","rsc.org","","","","","","Controlled","Total_Item_Investigations","101","0","0","0","35","66"
"RSC Journals Archive 1841-1996","Royal Society of Chemistry","","rsc.org","","","","","","Controlled","Total_Item_Requests","15","0","0","0","4","11"
"RSC Journals Archive 1841-1996","Royal Society of Chemistry","","rsc.org","","","","","","Controlled","Unique_Item_Investigations","91","0","0","0","35","56"
"RSC Journals Archive 1841-1996","Royal Society of Chemistry","","rsc.org","","","","","","Controlled","Unique_Item_Requests","15","0","0","0","4","11"
"Russian Chemical Reviews","Royal Society of Chemistry","","rsc.org","","","0036-021X","1468-4837","","Controlled","Total_Item_Investigations","4","0","0","0","4","0"
"Russian Chemical Reviews","Royal Society of Chemistry","","rsc.org","","","0036-021X","1468-4837","","Controlled","Total_Item_Requests","4","0","0","0","4","0"
"Russian Chemical Reviews","Royal Society of Chemistry","","rsc.org","","","0036-021X","1468-4837","","Controlled","Unique_Item_Investigations","3","0","0","0","3","0"
"Russian Chemical Reviews","Royal Society of Chemistry","","rsc.org","","","0036-021X","1468-4837","","Controlled","Unique_Item_Requests","3","0","0","0","3","0"
"Soft Matter","Royal Society of Chemistry","","rsc.org","10.1039/1744-6848/2005","","1744-683X","1744-6848","","Controlled","Total_Item_Investigations","17","0","0","0","11","6"
"Soft Matter","Royal Society of Chemistry","","rsc.org","10.1039/1744-6848/2005","","1744-683X","1744-6848","","Controlled","Total_Item_Requests","13","0","0","0","7","6"
"Soft Matter","Royal Society of Chemistry","","rsc.org","10.1039/1744-6848/2005","","1744-683X","1744-6848","","Controlled","Unique_Item_Investigations","17","0","0","0","11","6"
"Soft Matter","Royal Society of Chemistry","","rsc.org","10.1039/1744-6848/2005","","1744-683X","1744-6848","","Controlled","Unique_Item_Requests","13","0","0","0","7","6"
"Sustainable Energy & Fuels","Royal Society of Chemistry","","rsc.org","10.1039/2398-4902/2017","","","2398-4902","","Controlled","Total_Item_Investigations","10","0","0","0","1","9"
"Sustainable Energy & Fuels","Royal Society of Chemistry","","rsc.org","10.1039/2398-4902/2017","","","2398-4902","","Controlled","Total_Item_Requests","10","0","0","0","1","9"
"Sustainable Energy & Fuels","Royal Society of Chemistry","","rsc.org","10.1039/2398-4902/2017","","","2398-4902","","Controlled","Unique_Item_Investigations","10","0","0","0","1","9"
"Sustainable Energy & Fuels","Royal Society of Chemistry","","rsc.org","10.1039/2398-4902/2017","","","2398-4902","","Controlled","Unique_Item_Requests","10","0","0","0","1","9"
"The Analyst","Royal Society of Chemistry","","rsc.org","10.1039/1364-5528/1876","","0003-2654","1364-5528","","Controlled","Total_Item_Investigations","7","0","0","0","4","3"
"The Analyst","Royal Society of Chemistry","","rsc.org","10.1039/1364-5528/1876","","0003-2654","1364-5528","","Controlled","Total_Item_Requests","5","0","0","0","4","1"
"The Analyst","Royal Society of Chemistry","","rsc.org","10.1039/1364-5528/1876","","0003-2654","1364-5528","","Controlled","Unique_Item_Investigations","6","0","0","0","4","2"
"The Analyst","Royal Society of Chemistry","","rsc.org","10.1039/1364-5528/1876","","0003-2654","1364-5528","","Controlled","Unique_Item_Requests","5","0","0","0","4","1"
"Toxicology Research","Royal Society of Chemistry","","rsc.org","10.1039/2045-4538/2012","","2045-452X","2045-4538","","Controlled","Total_Item_Investigations","4","0","0","0","0","4"
"Toxicology Research","Royal Society of Chemistry","","rsc.org","10.1039/2045-4538/2012","","2045-452X","2045-4538","","Controlled","Total_Item_Requests","4","0","0","0","0","4"
"Toxicology Research","Royal Society of Chemistry","","rsc.org","10.1039/2045-4538/2012","","2045-452X","2045-4538","","Controlled","Unique_Item_Investigations","1","0","0","0","0","1"
"Toxicology Research","Royal Society of Chemistry","","rsc.org","10.1039/2045-4538/2012","","2045-452X","2045-4538","","Controlled","Unique_Item_Requests","1","0","0","0","0","1"
"Transactions of the Faraday Society","Royal Society of Chemistry","","rsc.org","","","","0014-7672","","Controlled","Total_Item_Investigations","16","0","0","0","12","4"
"Transactions of the Faraday Society","Royal Society of Chemistry","","rsc.org","","","","0014-7672","","Controlled","Total_Item_Requests","16","0","0","0","12","4"
"Transactions of the Faraday Society","Royal Society of Chemistry","","rsc.org","","","","0014-7672","","Controlled","Unique_Item_Investigations","15","0","0","0","11","4"
"Transactions of the Faraday Society","Royal Society of Chemistry","","rsc.org","","","","0014-7672","","Controlled","Unique_Item_Requests","15","0","0","0","11","4"
